IMAGE_ID,LAT,LONG
DJI_0110.jpg,10.8959017,106.69531
DJI_0139.jpg,10.895795,106.69533
DJI_0269.jpg,10.8959233,106.69481
DJI_0152.jpg,10.8959248,106.6948034
DJI_0249.jpg,10.8958617,106.69379
DJI_0230.jpg,10.8957917,106.69534
DJI_0257.jpg,10.8959367,106.6935583
DJI_0154.jpg,10.8958383,106.6942867
DJI_0210.jpg,10.8959033,106.6935583
DJI_0043.jpg,10.8959117,106.6950617
DJI_0151.jpg,10.8958283,106.6945233
DJI_0071.jpg,10.8959833,106.69357
DJI_0067.jpg,10.895855,106.6939517
DJI_0158.jpg,10.8958952,106.6953893
DJI_0144.jpg,10.89581,106.6949483
DJI_0161.jpg,10.8959,106.693555
DJI_0016.jpg,10.895855,106.6939583
DJI_0124.jpg,10.8959533,106.6941533
DJI_0048.jpg,10.8957933,106.69536
DJI_0025.jpg,10.8959833,106.6935683
DJI_0254.jpg,10.89598,106.6936433
DJI_0267.jpg,10.8959317,106.6946467
DJI_0251.jpg,10.89587,106.6936283
DJI_0184.jpg,10.8959769,106.69368
DJI_0183.jpg,10.8959798,106.6935671
DJI_0111.jpg,10.8957933,106.6953317
DJI_0256.jpg,10.89587,106.6936033
DJI_0145.jpg,10.8958133,106.6948583
DJI_0153.jpg,10.8958333,106.69436
DJI_0147.jpg,10.8959421,106.6944022
DJI_0135.jpg,10.8959805,106.6935719
DJI_0065.jpg,10.8959033,106.6953067
DJI_0044.jpg,10.8959067,106.6951333
DJI_0120.jpg,10.89597,106.693825
DJI_0123.jpg,10.8959567,106.6940633
DJI_0165.jpg,10.8958144,106.6948498
DJI_0182.jpg,10.8958738,106.6935582
DJI_0079.jpg,10.895965,106.6938533
DJI_0142.jpg,10.8958633,106.6937
DJI_0087.jpg,10.89587,106.6936233
DJI_0248.jpg,10.89586,106.693845
DJI_0181.jpg,10.8959017,106.695305
DJI_0166.jpg,10.8959783,106.69356
DJI_0020.jpg,10.8958667,106.6936683
DJI_0095.jpg,10.8957924,106.6953431
DJI_0250.jpg,10.8958667,106.6936833
DJI_0021.jpg,10.8958567,106.69388
DJI_0176.jpg,10.8959233,106.694815
DJI_0234.jpg,10.895977,106.6936568
DJI_0302.jpg,10.895795,106.6953333
DJI_0160.jpg,10.89579,106.69536
DJI_0204.jpg,10.89585,106.6940367
DJI_0185.jpg,10.8959752,106.6937164
DJI_0180.jpg,10.8958667,106.6937
DJI_0146.jpg,10.8958183,106.6947667
DJI_0207.jpg,10.8959767,106.69356
DJI_0143.jpg,10.895865,106.6936817
DJI_0209.jpg,10.8958683,106.6936217
DJI_0253.jpg,10.8959817,106.6935683
DJI_0115.jpg,10.8958467,106.6941233
DJI_0175.jpg,10.8959267,106.694725
DJI_0068.jpg,10.8958583,106.6938783
DJI_0270.jpg,10.89592,106.6948833
DJI_0136.jpg,10.8959765,106.6936863
DJI_0258.jpg,10.89598,106.6935717
DJI_0159.jpg,10.8959017,106.6953117
DJI_0186.jpg,10.8957983,106.6951967
DJI_0017.jpg,10.8958583,106.6938683
DJI_0134.jpg,10.8958791,106.6935552
DJI_0157.jpg,10.895905,106.69522
DJI_0023.jpg,10.8957917,106.695335
DJI_0205.jpg,10.8958683,106.6936333
DJI_0487.jpg,10.8958667,106.6937017
DJI_0185.jpg,10.8957933,106.6952717
DJI_0416.jpg,10.8959767,106.6935617
DJI_0502.jpg,10.8959767,106.6936617
DJI_0268.jpg,10.8959283,106.6947183
DJI_0080.jpg,10.8959633,106.6939083
DJI_0255.jpg,10.8959733,106.693735
DJI_0088.jpg,10.8958783,106.693555
DJI_0358.jpg,10.8959583,106.6940233
DJI_0347.jpg,10.89586,106.69387
DJI_0356.jpg,10.8959633,106.6939133
DJI_0543.jpg,10.8958617,106.693785
DJI_0314.jpg,10.8959433,106.6943983
DJI_0536.jpg,10.8958867,106.6935533
DJI_0483.jpg,10.89587,106.69363
DJI_0457.jpg,10.895975,106.6937333
DJI_0449.jpg,10.8958583,106.693865
DJI_0369.jpg,10.8957967,106.6953317
DJI_0310.jpg,10.8959567,106.69407
DJI_0450.jpg,10.8958617,106.6937933
DJI_0503.jpg,10.8959733,106.693735
DJI_0504.jpg,10.89597,106.6938267
DJI_0348.jpg,10.8959017,106.6953033
DJI_0458.jpg,10.89597,106.6938233
DJI_0439.jpg,10.8958533,106.6939483
DJI_0317.jpg,10.895935,106.694585
DJI_0497.jpg,10.8958617,106.6937917
DJI_0544.jpg,10.8959083,106.695145
DJI_0498.jpg,10.8958667,106.6937
DJI_0486.jpg,10.8959783,106.69365
DJI_0363.jpg,10.8959417,106.6944033
DJI_0537.jpg,10.8959783,106.6935633
DJI_0401.jpg,10.89597,106.6937483
DJI_0349.jpg,10.89579,106.6953567
DJI_0346.jpg,10.8958567,106.6939433
DJI_0484.jpg,10.8958767,106.6935567
DJI_0533.jpg,10.8959783,106.6936667
DJI_0414.jpg,10.8958867,106.6953867
